"DISTRITO","UNIDADE","TRIMESTRE","TIPO","VALOR"
"Norte","CS CACHOEIRA BOM JESUS","2015 Q2","PORCENT_ESP_ODO",59.21
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q2","PORCENT_ESP_ODO",67.44
"Sul","CS CAMPECHE","2015 Q2","PORCENT_ESP_ODO",43.85
"Norte","CS CANASVIEIRAS","2015 Q2","PORCENT_ESP_ODO",46.35
"Sul","CS CANTO DA LAGOA","2015 Q2","PORCENT_ESP_ODO",50
"Continente","CS CAPOEIRAS","2015 Q2","PORCENT_ESP_ODO",39.49
"Sul","CS CARIANOS","2015 Q2","PORCENT_ESP_ODO",53.23
"Centro","CS CENTRO","2015 Q2","PORCENT_ESP_ODO",49.16
"Continente","CS COLONINHA","2015 Q2","PORCENT_ESP_ODO",51.78
"Continente","CS COQUEIROS","2015 Q2","PORCENT_ESP_ODO",59.42
"Centro","CS CÓRREGO GRANDE","2015 Q2","PORCENT_ESP_ODO",43.31
"Sul","CS COSTA DA LAGOA","2015 Q2","PORCENT_ESP_ODO",55.12
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q2","PORCENT_ESP_ODO",50.39
"Continente","CS ESTREITO","2015 Q2","PORCENT_ESP_ODO",40.29
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q2","PORCENT_ESP_ODO",55.59
"Norte","CS INGLESES","2015 Q2","PORCENT_ESP_ODO",49.71
"Centro","CS ITACORUBI","2015 Q2","PORCENT_ESP_ODO",70.31
"Continente","CS JARDIM ATLÂNTICO","2015 Q2","PORCENT_ESP_ODO",35.07
"Centro","CS JOÃO PAULO","2015 Q2","PORCENT_ESP_ODO",42.69
"Norte","CS JURERE","2015 Q2","PORCENT_ESP_ODO",63.79
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q2","PORCENT_ESP_ODO",73.45
"Continente","CS MONTE CRISTO","2015 Q2","PORCENT_ESP_ODO",66.06
"Centro","CS MONTE SERRAT","2015 Q2","PORCENT_ESP_ODO",58.88
"Sul","CS MORRO DAS PEDRAS","2015 Q2","PORCENT_ESP_ODO",77.7
"Continente","CS NOVO CONTINENTE","2015 Q2","PORCENT_ESP_ODO",69.19
"Centro","CS PANTANAL","2015 Q2","PORCENT_ESP_ODO",37.16
"Sul","CS PANTANO DO SUL","2015 Q2","PORCENT_ESP_ODO",53.25
"Norte","CS PONTA DAS CANAS","2015 Q2","PORCENT_ESP_ODO",35.87
"Centro","CS PRAINHA","2015 Q2","PORCENT_ESP_ODO",45.88
"Norte","CS RATONES","2015 Q2","PORCENT_ESP_ODO",41.67
"Sul","CS RIBEIRÃO DA ILHA","2015 Q2","PORCENT_ESP_ODO",59.44
"Sul","CS RIO TAVARES","2015 Q2","PORCENT_ESP_ODO",50.22
"Norte","CS RIO VERMELHO","2015 Q2","PORCENT_ESP_ODO",61.86
"Centro","CS SACO DOS LIMÕES","2015 Q2","PORCENT_ESP_ODO",81.32
"Norte","CS SACO GRANDE","2015 Q2","PORCENT_ESP_ODO",88.51
