"DISTRITO","UNIDADE","TRIMESTRE","TIPO","VALOR"
"Sul","CS CANTO DA LAGOA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",7.04
"Continente","CS CAPOEIRAS","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.75
"Sul","CS CARIANOS","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",1.52
"Centro","CS CENTRO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.1
"Continente","CS COLONINHA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.14
"Continente","CS COQUEIROS","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.4
"Centro","CS CÓRREGO GRANDE","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.55
"Sul","CS COSTA DA LAGOA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.23
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.57
"Continente","CS ESTREITO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.7
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",8.31
"Norte","CS INGLESES","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.83
"Centro","CS ITACORUBI","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.73
"Continente","CS JARDIM ATLÂNTICO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",0.95
"Centro","CS JOÃO PAULO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",0.52
"Norte","CS JURERE","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",0.33
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",5.9
"Continente","CS MONTE CRISTO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",5.34
"Centro","CS MONTE SERRAT","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.48
"Sul","CS MORRO DAS PEDRAS","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",5.32
"Continente","CS NOVO CONTINENTE","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",1.94
"Centro","CS PANTANAL","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",7.84
"Sul","CS PANTANO DO SUL","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",1.29
"Norte","CS PONTA DAS CANAS","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.7
"Centro","CS PRAINHA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",1.91
"Norte","CS RATONES","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.31
"Sul","CS RIBEIRÃO DA ILHA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",11
"Sul","CS RIO TAVARES","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.11
"Norte","CS RIO VERMELHO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.95
"Centro","CS SACO DOS LIMÕES","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.86
"Norte","CS SACO GRANDE","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",6.12
"Norte","CS SANTINHO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",6.36
"Norte","CS SANTO ANTONIO LISBOA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",1.66
"Continente","CS SAPE","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.02
"Sul","CS TAPERA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.59
"Centro","CS TRINDADE","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.89
"Norte","CS VARGEM GRANDE","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",5.41
"Norte","CS VARGEM PEQUENA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",1.59
"Continente","CS VILA APARECIDA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",1.45
"Continente","CS ABRAÃO","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.42
"Centro","CS AGRONÔMICA","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",8.21
"Sul","CS ALTO RIBEIRÃO","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.24
"Sul","CS ARMAÇÃO","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",1.5
"Continente","CS BALNEÁRIO","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.05
"Norte","CS BARRA DA LAGOA","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.73
"Norte","CS CACHOEIRA BOM JESUS","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",6.5
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.65
"Sul","CS CAMPECHE","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",1.56
"Norte","CS CANASVIEIRAS","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",2.85
"Sul","CS CANTO DA LAGOA","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.01
"Continente","CS CAPOEIRAS","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",5.36
"Sul","CS CARIANOS","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.79
"Centro","CS CENTRO","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.1
