"DISTRITO","UNIDADE","AREA","TRIMESTRE","TIPO","VALOR"
"Sul","CS RIO TAVARES","292","2017 Q1","PERCENTUAL_TODOS_TRI",33.3333333333333
"Sul","CS RIO TAVARES","293","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Continente","CS SAPE","30","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Sul","CS COSTEIRA DO PIRAJUBAÉ","300","2017 Q1","PERCENTUAL_TODOS_TRI",70
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2017 Q1","PERCENTUAL_TODOS_TRI",33.3333333333333
"Continente","CS SAPE","31","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Centro","CS SACO DOS LIMÕES","311","2017 Q1","PERCENTUAL_TODOS_TRI",42.8571428571429
"Centro","CS SACO DOS LIMÕES","312","2017 Q1","PERCENTUAL_TODOS_TRI",60
"Centro","CS SACO DOS LIMÕES","313","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Centro","CS SACO DOS LIMÕES","314","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Centro","CS JOÃO PAULO","320","2017 Q1","PERCENTUAL_TODOS_TRI",62.5
"Centro","CS JOÃO PAULO","321","2017 Q1","PERCENTUAL_TODOS_TRI",25
"Norte","CS SACO GRANDE","330","2017 Q1","PERCENTUAL_TODOS_TRI",71.4285714285714
"Norte","CS SACO GRANDE","331","2017 Q1","PERCENTUAL_TODOS_TRI",55.5555555555556
"Norte","CS SACO GRANDE","332","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Norte","CS SACO GRANDE","333","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Norte","CS SACO GRANDE","334","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Norte","CS SACO GRANDE","335","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Norte","CS VARGEM PEQUENA","340","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Norte","CS RATONES","350","2017 Q1","PERCENTUAL_TODOS_TRI",83.3333333333333
"Norte","CS RATONES","351","2017 Q1","PERCENTUAL_TODOS_TRI",0
"Norte","CS SANTO ANTONIO LISBOA","360","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Norte","CS SANTO ANTONIO LISBOA","361","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Norte","CS PONTA DAS CANAS","370","2017 Q1","PERCENTUAL_TODOS_TRI",83.3333333333333
"Norte","CS PONTA DAS CANAS","371","2017 Q1","PERCENTUAL_TODOS_TRI",83.3333333333333
"Norte","CS CANASVIEIRAS","380","2017 Q1","PERCENTUAL_TODOS_TRI",28.5714285714286
"Norte","CS CANASVIEIRAS","381","2017 Q1","PERCENTUAL_TODOS_TRI",41.1764705882353
"Norte","CS CANASVIEIRAS","382","2017 Q1","PERCENTUAL_TODOS_TRI",76.9230769230769
"Norte","CS CANASVIEIRAS","383","2017 Q1","PERCENTUAL_TODOS_TRI",72.7272727272727
"Norte","CS CANASVIEIRAS","384","2017 Q1","PERCENTUAL_TODOS_TRI",37.5
"Norte","CS JURERE","390","2017 Q1","PERCENTUAL_TODOS_TRI",80
"Continente","CS MONTE CRISTO","40","2017 Q1","PERCENTUAL_TODOS_TRI",81.8181818181818
