"DISTRITO","UNIDADE","AREA","TRIMESTRE","VALOR"
"Continente","CS CAPOEIRAS",61,"2013 Q1",17.4887892376682
"Continente","CS CAPOEIRAS",62,"2013 Q1",29.126213592233
"Centro","CS AGRONÔMICA",690,"2013 Q1",25.9515570934256
"Centro","CS AGRONÔMICA",691,"2013 Q1",18.8191881918819
"Centro","CS AGRONÔMICA",692,"2013 Q1",24.9134948096886
"Centro","CS AGRONÔMICA",693,"2013 Q1",19.2307692307692
"Continente","CS COLONINHA",70,"2013 Q1",30.4
"Continente","CS COLONINHA",71,"2013 Q1",33.5664335664336
"Continente","CS COLONINHA",72,"2013 Q1",31.25
"Sul","CS FAZENDA DO RIO TAVARES",780,"2013 Q1",20.3747072599532
"Sul","CS FAZENDA DO RIO TAVARES",781,"2013 Q1",19.6261682242991
"Continente","CS ESTREITO",80,"2013 Q1",23.265306122449
"Continente","CS ESTREITO",81,"2013 Q1",31.5126050420168
"Continente","CS ESTREITO",82,"2013 Q1",34.2105263157895
"Continente","CS ESTREITO",83,"2013 Q1",24.9134948096886
"Centro","CS TRINDADE",850,"2013 Q1",24.2914979757085
"Centro","CS TRINDADE",851,"2013 Q1",22.5563909774436
"Centro","CS TRINDADE",852,"2013 Q1",28.7425149700599
"Centro","CS TRINDADE",853,"2013 Q1",25
"Centro","CS TRINDADE",854,"2013 Q1",33.1578947368421
"Continente","CS VILA APARECIDA",90,"2013 Q1",13.0434782608696
"Continente","CS VILA APARECIDA",91,"2013 Q1",28.0575539568345
