"DISTRITO","UNIDADE","ANO","MES","COD_PROCEDIMENTO","QUANTIDADE","AREA"
"Continente","CS CAPOEIRAS",2018,6,"0214010090",3,62
"Continente","CS CAPOEIRAS",2018,7,"0214010090",1,62
"Continente","CS CAPOEIRAS",2018,6,"0214010104",3,62
"Continente","CS CAPOEIRAS",2018,7,"0214010104",1,62
"Continente","CS COLONINHA",2018,4,"0214010058",2,70
"Continente","CS COLONINHA",2018,6,"0214010058",6,70
"Continente","CS COLONINHA",2018,7,"0214010058",1,70
"Continente","CS COLONINHA",2018,4,"0214010074",2,70
"Continente","CS COLONINHA",2018,6,"0214010074",6,70
"Continente","CS COLONINHA",2018,7,"0214010074",1,70
"Continente","CS COLONINHA",2018,4,"0214010090",2,70
"Continente","CS COLONINHA",2018,6,"0214010090",6,70
"Continente","CS COLONINHA",2018,7,"0214010090",1,70
"Continente","CS COLONINHA",2018,4,"0214010104",2,70
"Continente","CS COLONINHA",2018,6,"0214010104",6,70
"Continente","CS COLONINHA",2018,7,"0214010104",1,70
"Continente","CS COLONINHA",2018,5,"0214010058",1,71
"Continente","CS COLONINHA",2018,7,"0214010058",2,71
"Continente","CS COLONINHA",2018,5,"0214010074",1,71
"Continente","CS COLONINHA",2018,7,"0214010074",2,71
"Continente","CS COLONINHA",2018,5,"0214010090",1,71
"Continente","CS COLONINHA",2018,7,"0214010090",2,71
"Continente","CS COLONINHA",2018,5,"0214010104",1,71
"Continente","CS COLONINHA",2018,7,"0214010104",2,71
"Continente","CS COLONINHA",2018,4,"0214010040",1,72
"Continente","CS COLONINHA",2018,5,"0214010058",1,72
"Continente","CS COLONINHA",2018,6,"0214010058",1,72
"Continente","CS COLONINHA",2018,7,"0214010058",1,72
"Continente","CS COLONINHA",2018,5,"0214010074",1,72
"Continente","CS COLONINHA",2018,6,"0214010074",1,72
"Continente","CS COLONINHA",2018,7,"0214010074",1,72
"Continente","CS COLONINHA",2018,4,"0214010082",1,72
"Continente","CS COLONINHA",2018,5,"0214010090",1,72
"Continente","CS COLONINHA",2018,6,"0214010090",1,72
"Continente","CS COLONINHA",2018,7,"0214010090",1,72
"Continente","CS COLONINHA",2018,5,"0214010104",1,72
"Continente","CS COLONINHA",2018,6,"0214010104",1,72
"Continente","CS COLONINHA",2018,7,"0214010104",1,72
"Continente","CS COQUEIROS",2018,5,"0214010058",1,600
"Continente","CS COQUEIROS",2018,6,"0214010058",2,600
"Continente","CS COQUEIROS",2018,7,"0214010058",3,600
"Continente","CS COQUEIROS",2018,4,"0214010074",1,600
"Continente","CS COQUEIROS",2018,5,"0214010074",1,600
"Continente","CS COQUEIROS",2018,6,"0214010074",2,600
"Continente","CS COQUEIROS",2018,7,"0214010074",3,600
"Continente","CS COQUEIROS",2018,5,"0214010090",1,600
"Continente","CS COQUEIROS",2018,6,"0214010090",2,600
"Continente","CS COQUEIROS",2018,7,"0214010090",3,600
"Continente","CS COQUEIROS",2018,5,"0214010104",1,600
"Continente","CS COQUEIROS",2018,6,"0214010104",2,600
"Continente","CS COQUEIROS",2018,7,"0214010104",3,600
"Continente","CS COQUEIROS",2018,6,"0214010058",3,601
"Continente","CS COQUEIROS",2018,6,"0214010074",3,601
"Continente","CS COQUEIROS",2018,6,"0214010090",3,601
"Continente","CS COQUEIROS",2018,6,"0214010104",3,601
"Continente","CS COQUEIROS",2018,5,"0214010058",2,602
"Continente","CS COQUEIROS",2018,7,"0214010058",2,602
"Continente","CS COQUEIROS",2018,5,"0214010074",2,602
"Continente","CS COQUEIROS",2018,7,"0214010074",2,602
"Continente","CS COQUEIROS",2018,5,"0214010090",2,602
"Continente","CS COQUEIROS",2018,7,"0214010090",2,602
"Continente","CS COQUEIROS",2018,5,"0214010104",2,602
"Continente","CS COQUEIROS",2018,7,"0214010104",2,602
"Continente","CS ESTREITO",2018,6,"0214010058",1,80
"Continente","CS ESTREITO",2018,6,"0214010074",1,80
"Continente","CS ESTREITO",2018,6,"0214010090",1,80
"Continente","CS ESTREITO",2018,6,"0214010104",1,80
"Continente","CS ESTREITO",2018,6,"0214010074",1,81
"Continente","CS ESTREITO",2018,6,"0214010090",1,81
"Continente","CS ESTREITO",2018,6,"0214010104",1,81
"Continente","CS ESTREITO",2018,4,"0214010058",2,82
"Continente","CS ESTREITO",2018,7,"0214010058",2,82
"Continente","CS ESTREITO",2018,4,"0214010074",1,82
"Continente","CS ESTREITO",2018,7,"0214010074",1,82
"Continente","CS ESTREITO",2018,4,"0214010104",1,82
"Continente","CS ESTREITO",2018,4,"0214010058",1,83
"Continente","CS ESTREITO",2018,5,"0214010058",2,83
"Continente","CS ESTREITO",2018,6,"0214010058",1,83
"Continente","CS ESTREITO",2018,7,"0214010058",2,83
"Continente","CS ESTREITO",2018,4,"0214010074",1,83
"Continente","CS ESTREITO",2018,5,"0214010074",2,83
"Continente","CS ESTREITO",2018,6,"0214010074",1,83
"Continente","CS ESTREITO",2018,7,"0214010074",2,83
"Continente","CS ESTREITO",2018,4,"0214010090",1,83
"Continente","CS ESTREITO",2018,5,"0214010090",2,83
"Continente","CS ESTREITO",2018,7,"0214010090",2,83
"Continente","CS ESTREITO",2018,4,"0214010104",1,83
"Continente","CS ESTREITO",2018,5,"0214010104",2,83
"Continente","CS ESTREITO",2018,7,"0214010104",2,83
"Continente","CS JARDIM ATLÂNTICO",2018,4,"0214010058",5,10
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010058",4,10
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010058",4,10
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010058",3,10
"Continente","CS JARDIM ATLÂNTICO",2018,4,"0214010074",4,10
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010074",4,10
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010074",4,10
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010074",3,10
"Continente","CS JARDIM ATLÂNTICO",2018,4,"0214010090",5,10
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010090",3,10
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010090",4,10
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010090",3,10
"Continente","CS JARDIM ATLÂNTICO",2018,4,"0214010104",5,10
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010104",3,10
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010104",4,10
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010104",3,10
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010040",1,11
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010040",1,11
"Continente","CS JARDIM ATLÂNTICO",2018,4,"0214010058",3,11
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010058",4,11
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010058",2,11
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010058",6,11
"Continente","CS JARDIM ATLÂNTICO",2018,4,"0214010074",3,11
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010074",5,11
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010074",3,11
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010074",6,11
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010082",1,11
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010082",1,11
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010082",1,11
"Continente","CS JARDIM ATLÂNTICO",2018,4,"0214010090",3,11
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010090",5,11
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010090",2,11
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010090",6,11
"Continente","CS JARDIM ATLÂNTICO",2018,4,"0214010104",3,11
"Continente","CS JARDIM ATLÂNTICO",2018,5,"0214010104",4,11
"Continente","CS JARDIM ATLÂNTICO",2018,6,"0214010104",3,11
"Continente","CS JARDIM ATLÂNTICO",2018,7,"0214010104",5,11
"Continente","CS MONTE CRISTO",2018,4,"0214010040",1,40
"Continente","CS MONTE CRISTO",2018,4,"0214010058",2,40
"Continente","CS MONTE CRISTO",2018,5,"0214010058",2,40
"Continente","CS MONTE CRISTO",2018,7,"0214010058",2,40
"Continente","CS MONTE CRISTO",2018,4,"0214010074",2,40
"Continente","CS MONTE CRISTO",2018,7,"0214010074",2,40
"Continente","CS MONTE CRISTO",2018,4,"0214010082",1,40
"Continente","CS MONTE CRISTO",2018,4,"0214010090",1,40
"Continente","CS MONTE CRISTO",2018,7,"0214010090",1,40
"Continente","CS MONTE CRISTO",2018,4,"0214010104",2,40
"Continente","CS MONTE CRISTO",2018,7,"0214010104",1,40
"Continente","CS MONTE CRISTO",2018,5,"0214010040",3,41
"Continente","CS MONTE CRISTO",2018,6,"0214010058",2,41
"Continente","CS MONTE CRISTO",2018,7,"0214010058",1,41
"Continente","CS MONTE CRISTO",2018,6,"0214010074",1,41
"Continente","CS MONTE CRISTO",2018,7,"0214010074",1,41
"Continente","CS MONTE CRISTO",2018,5,"0214010082",1,41
"Continente","CS MONTE CRISTO",2018,5,"0214010090",1,41
"Continente","CS MONTE CRISTO",2018,7,"0214010090",1,41
"Continente","CS MONTE CRISTO",2018,5,"0214010104",1,41
"Continente","CS MONTE CRISTO",2018,6,"0214010104",1,41
"Continente","CS MONTE CRISTO",2018,7,"0214010104",1,41
"Continente","CS MONTE CRISTO",2018,6,"0214010058",1,42
"Continente","CS MONTE CRISTO",2018,7,"0214010058",2,42
"Continente","CS MONTE CRISTO",2018,6,"0214010074",1,42
"Continente","CS MONTE CRISTO",2018,7,"0214010074",2,42
"Continente","CS MONTE CRISTO",2018,6,"0214010090",1,42
"Continente","CS MONTE CRISTO",2018,7,"0214010090",2,42
"Continente","CS MONTE CRISTO",2018,6,"0214010104",1,42
"Continente","CS MONTE CRISTO",2018,7,"0214010104",1,42
"Continente","CS MONTE CRISTO",2018,6,"0214010058",1,44
"Continente","CS MONTE CRISTO",2018,7,"0214010058",3,45
"Continente","CS MONTE CRISTO",2018,7,"0214010074",1,45
"Continente","CS MONTE CRISTO",2018,6,"0214010040",1,46
"Continente","CS MONTE CRISTO",2018,5,"0214010058",1,46
"Continente","CS MONTE CRISTO",2018,7,"0214010058",1,46
"Continente","CS MONTE CRISTO",2018,6,"0214010082",1,46
"Continente","CS MONTE CRISTO",2018,6,"0214010090",1,46
"Continente","CS MONTE CRISTO",2018,6,"0214010104",1,46
"Continente","CS NOVO CONTINENTE",2018,5,"0214010040",1,100
"Continente","CS NOVO CONTINENTE",2018,4,"0214010058",1,100
"Continente","CS NOVO CONTINENTE",2018,6,"0214010058",4,100
"Continente","CS NOVO CONTINENTE",2018,7,"0214010058",1,100
"Continente","CS NOVO CONTINENTE",2018,6,"0214010074",2,100
"Continente","CS NOVO CONTINENTE",2018,7,"0214010074",1,100
"Continente","CS NOVO CONTINENTE",2018,5,"0214010082",1,100
"Continente","CS NOVO CONTINENTE",2018,6,"0214010090",1,100
"Continente","CS NOVO CONTINENTE",2018,7,"0214010090",1,100
"Continente","CS NOVO CONTINENTE",2018,4,"0214010104",1,100
"Continente","CS NOVO CONTINENTE",2018,5,"0214010104",1,100
"Continente","CS NOVO CONTINENTE",2018,6,"0214010104",1,100
"Continente","CS NOVO CONTINENTE",2018,7,"0214010104",1,100
"Continente","CS NOVO CONTINENTE",2018,4,"0214010058",1,101
"Continente","CS NOVO CONTINENTE",2018,4,"0214010074",1,101
"Continente","CS NOVO CONTINENTE",2018,4,"0214010090",1,101
"Continente","CS NOVO CONTINENTE",2018,4,"0214010104",1,101
"Continente","CS NOVO CONTINENTE",2018,5,"0214010058",1,102
"Continente","CS NOVO CONTINENTE",2018,6,"0214010058",1,102
"Continente","CS NOVO CONTINENTE",2018,5,"0214010074",1,102
"Continente","CS NOVO CONTINENTE",2018,6,"0214010074",1,102
"Continente","CS NOVO CONTINENTE",2018,5,"0214010090",1,102
"Continente","CS NOVO CONTINENTE",2018,5,"0214010104",1,102
"Continente","CS SAPE",2018,7,"0214010040",1,30
"Continente","CS SAPE",2018,4,"0214010058",2,30
"Continente","CS SAPE",2018,5,"0214010058",3,30
"Continente","CS SAPE",2018,6,"0214010058",2,30
"Continente","CS SAPE",2018,7,"0214010058",2,30
"Continente","CS SAPE",2018,4,"0214010074",1,30
"Continente","CS SAPE",2018,5,"0214010074",3,30
"Continente","CS SAPE",2018,6,"0214010074",2,30
"Continente","CS SAPE",2018,7,"0214010074",2,30
"Continente","CS SAPE",2018,7,"0214010082",1,30
"Continente","CS SAPE",2018,4,"0214010090",2,30
"Continente","CS SAPE",2018,5,"0214010090",3,30
"Continente","CS SAPE",2018,6,"0214010090",2,30
"Continente","CS SAPE",2018,7,"0214010090",2,30
"Continente","CS SAPE",2018,4,"0214010104",2,30
"Continente","CS SAPE",2018,5,"0214010104",3,30
"Continente","CS SAPE",2018,6,"0214010104",2,30
"Continente","CS SAPE",2018,7,"0214010104",2,30
"Continente","CS SAPE",2018,4,"0214010040",1,31
"Continente","CS SAPE",2018,5,"0214010040",3,31
"Continente","CS SAPE",2018,6,"0214010040",2,31
"Continente","CS SAPE",2018,7,"0214010040",1,31
"Continente","CS SAPE",2018,4,"0214010058",2,31
"Continente","CS SAPE",2018,5,"0214010058",1,31
"Continente","CS SAPE",2018,6,"0214010058",10,31
"Continente","CS SAPE",2018,7,"0214010058",3,31
"Continente","CS SAPE",2018,4,"0214010074",2,31
"Continente","CS SAPE",2018,5,"0214010074",1,31
"Continente","CS SAPE",2018,6,"0214010074",10,31
"Continente","CS SAPE",2018,7,"0214010074",4,31
"Continente","CS SAPE",2018,4,"0214010082",1,31
"Continente","CS SAPE",2018,5,"0214010082",3,31
"Continente","CS SAPE",2018,6,"0214010082",3,31
"Continente","CS SAPE",2018,7,"0214010082",1,31
"Continente","CS SAPE",2018,4,"0214010090",2,31
"Continente","CS SAPE",2018,5,"0214010090",1,31
"Continente","CS SAPE",2018,6,"0214010090",9,31
"Continente","CS SAPE",2018,7,"0214010090",3,31
"Continente","CS SAPE",2018,4,"0214010104",3,31
"Continente","CS SAPE",2018,5,"0214010104",2,31
"Continente","CS SAPE",2018,6,"0214010104",11,31
"Continente","CS SAPE",2018,7,"0214010104",4,31
"Continente","CS VILA APARECIDA",2018,6,"0214010058",1,90
"Continente","CS VILA APARECIDA",2018,7,"0214010058",1,90
"Continente","CS VILA APARECIDA",2018,6,"0214010074",1,90
"Continente","CS VILA APARECIDA",2018,7,"0214010074",1,90
"Continente","CS VILA APARECIDA",2018,6,"0214010090",1,90
"Continente","CS VILA APARECIDA",2018,6,"0214010104",1,90
"Norte","CS BARRA DA LAGOA",2018,4,"0214010058",1,440
"Norte","CS BARRA DA LAGOA",2018,6,"0214010058",2,440
"Norte","CS BARRA DA LAGOA",2018,4,"0214010074",1,440
"Norte","CS BARRA DA LAGOA",2018,6,"0214010074",2,440
"Norte","CS BARRA DA LAGOA",2018,4,"0214010090",1,440
"Norte","CS BARRA DA LAGOA",2018,6,"0214010090",2,440
"Norte","CS BARRA DA LAGOA",2018,4,"0214010104",1,440
"Norte","CS BARRA DA LAGOA",2018,5,"0214010058",1,441
"Norte","CS BARRA DA LAGOA",2018,7,"0214010058",1,441
"Norte","CS BARRA DA LAGOA",2018,5,"0214010074",2,441
"Norte","CS BARRA DA LAGOA",2018,7,"0214010074",1,441
"Norte","CS BARRA DA LAGOA",2018,5,"0214010090",1,441
"Norte","CS BARRA DA LAGOA",2018,7,"0214010090",1,441
"Norte","CS BARRA DA LAGOA",2018,5,"0214010104",1,441
"Norte","CS BARRA DA LAGOA",2018,7,"0214010104",1,441
"Norte","CS CACHOEIRA BOM JESUS",2018,5,"0214010040",1,400
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010058",1,400
"Norte","CS CACHOEIRA BOM JESUS",2018,6,"0214010058",8,400
"Norte","CS CACHOEIRA BOM JESUS",2018,7,"0214010058",3,400
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010074",1,400
"Norte","CS CACHOEIRA BOM JESUS",2018,6,"0214010074",8,400
"Norte","CS CACHOEIRA BOM JESUS",2018,7,"0214010074",3,400
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010082",1,400
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010090",1,400
"Norte","CS CACHOEIRA BOM JESUS",2018,6,"0214010090",8,400
"Norte","CS CACHOEIRA BOM JESUS",2018,7,"0214010090",2,400
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010104",2,400
"Norte","CS CACHOEIRA BOM JESUS",2018,6,"0214010104",8,400
"Norte","CS CACHOEIRA BOM JESUS",2018,7,"0214010104",3,400
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010040",1,401
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010058",2,401
"Norte","CS CACHOEIRA BOM JESUS",2018,5,"0214010058",2,401
"Norte","CS CACHOEIRA BOM JESUS",2018,6,"0214010058",3,401
"Norte","CS CACHOEIRA BOM JESUS",2018,7,"0214010058",1,401
"Norte","CS CACHOEIRA BOM JESUS",2018,5,"0214010074",2,401
"Norte","CS CACHOEIRA BOM JESUS",2018,6,"0214010074",4,401
"Norte","CS CACHOEIRA BOM JESUS",2018,7,"0214010074",3,401
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010082",1,401
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010090",1,401
"Norte","CS CACHOEIRA BOM JESUS",2018,5,"0214010090",1,401
"Norte","CS CACHOEIRA BOM JESUS",2018,6,"0214010090",3,401
"Norte","CS CACHOEIRA BOM JESUS",2018,7,"0214010090",1,401
"Norte","CS CACHOEIRA BOM JESUS",2018,4,"0214010104",1,401
"Norte","CS CACHOEIRA BOM JESUS",2018,5,"0214010104",1,401
"Norte","CS CACHOEIRA BOM JESUS",2018,6,"0214010104",3,401
"Norte","CS CACHOEIRA BOM JESUS",2018,7,"0214010104",1,401
"Norte","CS CANASVIEIRAS",2018,6,"0214010040",1,380
"Norte","CS CANASVIEIRAS",2018,5,"0214010058",2,380
"Norte","CS CANASVIEIRAS",2018,6,"0214010058",2,380
"Norte","CS CANASVIEIRAS",2018,5,"0214010074",3,380
"Norte","CS CANASVIEIRAS",2018,6,"0214010074",2,380
"Norte","CS CANASVIEIRAS",2018,6,"0214010082",2,380
"Norte","CS CANASVIEIRAS",2018,5,"0214010090",3,380
"Norte","CS CANASVIEIRAS",2018,6,"0214010090",2,380
"Norte","CS CANASVIEIRAS",2018,5,"0214010104",3,380
"Norte","CS CANASVIEIRAS",2018,6,"0214010104",3,380
"Norte","CS CANASVIEIRAS",2018,5,"0214010058",4,381
"Norte","CS CANASVIEIRAS",2018,7,"0214010058",1,381
"Norte","CS CANASVIEIRAS",2018,5,"0214010074",3,381
"Norte","CS CANASVIEIRAS",2018,7,"0214010074",1,381
"Norte","CS CANASVIEIRAS",2018,5,"0214010090",3,381
"Norte","CS CANASVIEIRAS",2018,7,"0214010090",1,381
"Norte","CS CANASVIEIRAS",2018,5,"0214010104",3,381
"Norte","CS CANASVIEIRAS",2018,7,"0214010104",1,381
"Norte","CS CANASVIEIRAS",2018,5,"0214010040",1,382
"Norte","CS CANASVIEIRAS",2018,5,"0214010058",7,382
"Norte","CS CANASVIEIRAS",2018,6,"0214010058",7,382
"Norte","CS CANASVIEIRAS",2018,7,"0214010058",2,382
"Norte","CS CANASVIEIRAS",2018,5,"0214010074",7,382
"Norte","CS CANASVIEIRAS",2018,6,"0214010074",7,382
"Norte","CS CANASVIEIRAS",2018,7,"0214010074",3,382
"Norte","CS CANASVIEIRAS",2018,5,"0214010090",3,382
"Norte","CS CANASVIEIRAS",2018,6,"0214010090",6,382
"Norte","CS CANASVIEIRAS",2018,7,"0214010090",3,382
"Norte","CS CANASVIEIRAS",2018,5,"0214010104",3,382
"Norte","CS CANASVIEIRAS",2018,6,"0214010104",5,382
"Norte","CS CANASVIEIRAS",2018,7,"0214010104",3,382
"Norte","CS CANASVIEIRAS",2018,4,"0214010058",1,383
"Norte","CS CANASVIEIRAS",2018,6,"0214010058",1,383
"Norte","CS CANASVIEIRAS",2018,4,"0214010074",1,383
"Norte","CS CANASVIEIRAS",2018,6,"0214010074",1,383
"Norte","CS CANASVIEIRAS",2018,4,"0214010090",1,383
"Norte","CS CANASVIEIRAS",2018,6,"0214010090",1,383
"Norte","CS CANASVIEIRAS",2018,4,"0214010104",1,383
"Norte","CS CANASVIEIRAS",2018,6,"0214010104",1,383
"Norte","CS CANASVIEIRAS",2018,5,"0214010058",2,384
"Norte","CS CANASVIEIRAS",2018,6,"0214010058",1,384
"Norte","CS CANASVIEIRAS",2018,7,"0214010058",1,384
"Norte","CS CANASVIEIRAS",2018,5,"0214010074",3,384
"Norte","CS CANASVIEIRAS",2018,6,"0214010074",1,384
"Norte","CS CANASVIEIRAS",2018,7,"0214010074",1,384
"Norte","CS CANASVIEIRAS",2018,5,"0214010090",2,384
"Norte","CS CANASVIEIRAS",2018,7,"0214010090",1,384
"Norte","CS CANASVIEIRAS",2018,5,"0214010104",2,384
"Norte","CS CANASVIEIRAS",2018,7,"0214010104",1,384
"Norte","CS INGLESES",2018,4,"0214010040",1,431
"Norte","CS INGLESES",2018,5,"0214010040",1,431
"Norte","CS INGLESES",2018,5,"0214010058",1,431
"Norte","CS INGLESES",2018,7,"0214010058",1,431
"Norte","CS INGLESES",2018,5,"0214010074",1,431
"Norte","CS INGLESES",2018,7,"0214010074",1,431
"Norte","CS INGLESES",2018,4,"0214010082",1,431
"Norte","CS INGLESES",2018,5,"0214010082",1,431
"Norte","CS INGLESES",2018,4,"0214010090",1,431
"Norte","CS INGLESES",2018,7,"0214010090",1,431
"Norte","CS INGLESES",2018,5,"0214010104",2,431
"Norte","CS INGLESES",2018,4,"0214010058",2,432
"Norte","CS INGLESES",2018,4,"0214010074",2,432
"Norte","CS INGLESES",2018,4,"0214010090",1,432
"Norte","CS INGLESES",2018,4,"0214010104",1,432
"Norte","CS INGLESES",2018,4,"0214010058",1,433
"Norte","CS INGLESES",2018,5,"0214010058",3,433
"Norte","CS INGLESES",2018,6,"0214010058",2,433
"Norte","CS INGLESES",2018,4,"0214010074",2,433
"Norte","CS INGLESES",2018,5,"0214010074",3,433
"Norte","CS INGLESES",2018,6,"0214010074",2,433
"Norte","CS INGLESES",2018,4,"0214010090",1,433
"Norte","CS INGLESES",2018,5,"0214010090",3,433
"Norte","CS INGLESES",2018,6,"0214010090",1,433
"Norte","CS INGLESES",2018,4,"0214010104",1,433
"Norte","CS INGLESES",2018,5,"0214010104",1,433
"Norte","CS INGLESES",2018,6,"0214010104",2,433
"Norte","CS INGLESES",2018,6,"0214010040",1,434
"Norte","CS INGLESES",2018,4,"0214010058",1,434
"Norte","CS INGLESES",2018,5,"0214010058",2,434
"Norte","CS INGLESES",2018,6,"0214010058",1,434
"Norte","CS INGLESES",2018,4,"0214010074",1,434
"Norte","CS INGLESES",2018,5,"0214010074",2,434
"Norte","CS INGLESES",2018,6,"0214010074",1,434
"Norte","CS INGLESES",2018,6,"0214010082",1,434
"Norte","CS INGLESES",2018,5,"0214010090",2,434
"Norte","CS INGLESES",2018,6,"0214010090",1,434
"Norte","CS INGLESES",2018,5,"0214010104",2,434
"Norte","CS INGLESES",2018,6,"0214010040",2,435
"Norte","CS INGLESES",2018,7,"0214010074",1,435
"Norte","CS INGLESES",2018,7,"0214010090",1,435
"Norte","CS INGLESES",2018,7,"0214010104",2,435
"Norte","CS INGLESES",2018,5,"0214010058",2,436
"Norte","CS INGLESES",2018,7,"0214010058",3,436
"Norte","CS INGLESES",2018,5,"0214010074",3,436
"Norte","CS INGLESES",2018,7,"0214010074",2,436
"Norte","CS INGLESES",2018,5,"0214010090",2,436
"Norte","CS INGLESES",2018,7,"0214010090",2,436
"Norte","CS INGLESES",2018,5,"0214010104",1,436
"Norte","CS INGLESES",2018,4,"0214010058",1,438
"Norte","CS INGLESES",2018,5,"0214010058",1,438
"Norte","CS INGLESES",2018,4,"0214010074",1,438
"Norte","CS INGLESES",2018,5,"0214010074",1,438
